id	mantra
22134	ūrdhvasad asi vānaspatyaḥ
22135	ūrdhvas tasthāv ṛbhvā yajñe
22136	ūrdhvas tasthau nem ava glāpayanti
22137	ūrdhvas tiṣṭhati tiṣṭhataḥ
22138	ūrdhvas tiṣṭhan mā divā svāpsīḥ
22139	ūrdhvas tiṣṭhan rakṣāpramādam astṛtemam
22140	ūrdhvas tiṣṭhā na ūtaye
22141	ūrdhvas sapta ṛṣīn upa tiṣṭhasva
22142	ūrdhvaḥ supteṣu jāgāra
22143	ūrdhvā avapataṃ tāś ca
22144	ūrdhvā avācīḥ puruṣe tiraścīḥ
22145	ūrdhvā asya samidho bhavanti
22146	ūrdhvā asyā añjayo vi śrayante
22147	ūrdhvā tasthau tryaviṃ rerihāṇā
22148	ūrdhvā tiṣṭha dhruvā tvam
22149	ūrdhvā tiṣṭhanti na nu jihmā bhavanti
22150	ūrdhvā tiṣṭhasy amṛtasya ketuḥ
22151	ūrdhvā te anu sūnṛtā
22152	ūrdhvā dik
22153	ūrdhvādigadhipataye brahmaṇe namaḥ
22154	ūrdhvā dig bṛhad devatā
22155	ūrdhvā dig bṛhaspatir adhipatiḥ śvitro rakṣitā varṣam iṣavaḥ
22156	ūrdhvā diśāṃ rantir āśauṣadhīnām
22157	ūrdhvā diśām
22158	ūrdhvā dhītiḥ praty asya prayāmani
22159	ūrdhvā naḥ santu komyā vanāni
22160	ūrdhvānāṃ rudrāṇāṃ sthāne svatejasā bhāni
22161	ūrdhvāni te lomāni tiṣṭhantu
22162	ūrdhvāntarikṣam upa tiṣṭhasva
22163	ūrdhvāṃ dadhānaḥ śucipeśasaṃ dhiyam
22164	ūrdhvāṃ diśam āsthām
22165	ūrdhvāṃ dhītiṃ kṛṇavad dhārayac ca
22166	ūrdhvān naḥ karta jīvase
22167	ūrdhvā prehi mā saṃ vikthāḥ
22168	ūrdhvā bhavanti darśatā yajatrāḥ
22169	ūrdhvā bhavanti pitareva medhāḥ
22170	ūrdhvām ā tiṣṭha
22171	ūrdhvām enām uc chrayatāt
22172	ūrdhvā yac chreṇir na śiśur dan
22173	ūrdhvā yat te tretinī bhūt
22174	ūrdhvāya namaḥ
22175	ūrdhvā yasyāmatir bhā adidyutat savīmani
22176	ūrdhvāyā diśaḥ śālāyā namo mahimne svāhā devebhyaḥ svāhyebhyaḥ
22177	ūrdhvāyā diśo bṛhaspatinā rājñādhyakṣeṇa
22178	ūrdhvāyā diśo'bhidāsanty asmān
22179	ūrdhvāyāṃ tvā diśi purā saṃvṛtaḥ svadhāyām ā dadhāmi
22180	ūrdhvāyāṃ tvā diśi marutaś cāṅgirasaś ca devāḥ ṣaḍbhiś caiva pañcaviṃśair ahobhir abhiṣiñcantv etena ca tṛcenaitena ca yajuṣaitābhiś ca vyāhṛtibhiḥ pārāmeṣṭhyāya
22181	ūrdhvāyāṃ diśi yajñaḥ saṃvatsaro yajñapatir mārjayantām
22182	ūrdhvāyāṃ diśy ajasyānūkaṃ dhehi
22183	ūrdhvāyai tvā diśe bṛhaspataye'dhipataye śvitrāyarakṣitre varṣāyeṣumate
22184	ūrdhvāyai diśe namaḥ
22185	ūrdhvāyai diśe svāhā
22186	ūrdhvārohad rohiṇī
22187	ūrdhvā vāk samabhavat
22188	ūrdhvā vātā ud īrate
22189	ūrdhvā śukrā śocīṃṣy agneḥ
22190	ūrdhvā śocīṃṣi devayūny asthuḥ
22191	ūrdhvā śośīṃṣi prasthitā rajāṃsi
22192	ūrdhvāḥ śukrā āhutyāḥ purastāt
22193	ūrdhvāsas tvānv indavaḥ
22194	ūrdhvāsi
22195	ūrdhvās tasthur mamruṣīḥ prāyave punaḥ
22196	ūrdhvās tiṣṭhanti girayaḥ
22197	ūrdhvā hi te dive-dive
22198	ūrdhveva snātī dṛśaye no asthāt
22199	ūrdhvo agniḥ sumatiṃ vasvo aśret
22200	ūrdhvo agniḥ sumanāḥ prātar asthāt
22201	ūrdhvo adhvaraṃ divi deveṣu dhehi
22202	ūrdhvo adhvaro asthāt
22203	ūrdhvo adhvaro divispṛk
22204	ūrdhvo adhvaryur jujuṣāṇo asthāt
22205	ūrdhvo gandharvo adhi nāke asthāt
22206	ūrdhvo grāvā bṛhad agniḥ samiddhaḥ
22207	ūrdhvo grāvā vasavo'stu sotari
22208	ūrdhvo naḥ pāhy aṃhaso ni ketunā
22209	ūrdhvo nākasyādhi roha viṣṭapam
22210	ūrdhvo nu sṛṣṭā3s tiryaṅ nu sṛṣṭā3ḥ
22211	ūrdhvo bindur ud acarat
22212	ūrdhvo bhavati sotave
22213	ūrdhvo bhava prati vidhyādhy asmat
22214	ūrdhvo bhava sukrato devayajyā
22215	ūrdhvo bhuvan manuṣe dasmatamaḥ
22216	ūrdhvo mā pāhy aṃhasaḥ
22217	ūrdhvo mā pāhy odṛcaḥ
22218	ūrdhvo'yaṃ māmakaḥ
22219	ūrdhvo vāṃ gātur adhvare akāri
22220	ūrdhvo vājasya sanitā yad añjibhiḥ
22221	ūrdhvo vām agnir adhvareṣv asthāt
22222	ūrdhvo virājann apa sedha śatrūn
22223	ūrdhvo vivakti somasud yuvabhyām
22224	ūrdhvo hy asthād adhy antarikṣe
22225	ūrmiṇā madhumattamāḥ
22226	ūrmiṃ na bibhrad arṣasi
22227	ūrmiṃ pra heta ya ubhe iyarti
22228	ūrmir drapso apām asi
22229	ūrmir na nāvam ā vadhīt
22230	ūrmir na nimnair dravayanta vakvāḥ
22231	ūrmir yas te pavitra ā
22232	ūrva iva paprathe kāmo asme
22233	ūrvaṃ gavyaṃ pariṣadanto agman
22234	ūrvaṃ gavyaṃ mahi gṛṇāna indra
22235	ūrvād devānām uta martyānām
22236	ūrvān dayanta gonām
22237	ūrvīṃ gavyūtim abhimātiṣāhaḥ
22238	ūrvaiḥ
22239	ūrvor upasthe jaṅghayoḥ
22240	ūrvor ojaḥ
22241	ūlena parimīḍho'si
22242	ūlo halīkṣṇo vṛṣadaṃśas te dhātuḥ
22243	ūvadhyaṃ vātaṃ sabvaṃ tad ārāt
22244	ūvadhyagohaṃ pārthivaṃ khanatāt
22245	ūṣā dadṛśe na punar yatīva
22246	ūṣān kṛṣṇam avatu kṛṣṇam ūṣāḥ
22247	ūṣmaṇyāpidhānā carūṇām
22248	ūhyāte janāṃ anu
22249	ūhyāthe sanād ṛtam
22250	ṛk ca tvā sāma ca śrīṇītām
22251	ṛk ca me sāma ca me
22252	ṛk ca sāma ca
22253	ṛk tvam asi sāmāham
22254	ṛkvabhiḥ śūra nonumaḥ
22255	ṛkvāṇo agnim indhate
22256	ṛkṣagrīvaṃ pramīlinam
22257	ṛkṣalābhiḥ kapiñjalān
22258	ṛkṣīkāṃ rakṣo apa bādhayāsmat
22259	ṛkṣīkābhyo naiṣādam
22260	ṛkṣebhyaḥ
22261	ṛkṣo jatūḥ suṣilīkā ta itarajanānām
22262	ṛkṣo na vo marutaḥ śimīvāṃ amaḥ
22263	ṛksamāc chukraḥ
22264	ṛk sāma yajur ucchiṣṭe
22265	ṛk sāma yajur vaṣaṭ svāhā namaḥ
22266	ṛksāmayoḥ śilpe sthaḥ
22267	ṛksāmābhyāṃ yajuṣā saṃtarantaḥ
22268	ṛksāmābhyām abhihitau
22269	ṛksāmābhyāṃ pra rathaṃ vartayanti
22270	ṛg asi janmanā vaśā, sā sāma garbham adhatthāḥ, sā mayā saṃbhava
22271	ṛgbhiḥ pūtaṃ prajāpatiḥ
22272	ṛgbhiḥ pūrvāhṇe divi deva īyate
22273	ṛgbhiḥ pṛthivīṃ yajuṣāntarikṣam
22274	ṛgbhir annādaḥ
22275	ṛgbhir evobhayatotharvāṅgirobhir guptābhir guptai stuta
22276	ṛgbhi stuvanto ahar-ahaḥ pṛthivyāḥ
22277	ṛgbhiḥ saha gāyatraṃ jāgatam āhuḥ
22278	ṛgbhiḥ sāmnā yajurvidaḥ
22279	ṛgbhiḥ suśasto yajuṣā pariṣkṛtaḥ
22280	ṛgbhyas taṃ nir bhajāmo yo'smān dveṣṭi yaṃ vayaṃ dviṣmaḥ
22281	ṛgbhyaḥ svāhā
22282	ṛgbhyo jātaṃ vaiśyaṃ varṇam āhuḥ
22283	ṛgbhyo jātaṃ sarvaśo mūrtim āhuḥ
22284	ṛgmibhir ṛgmī gātubhir jyeṣṭhaḥ
22285	ṛg vaśā bṛhadrathaṃtare garbhaḥ praiṣanivido jarāyu yajño vatso dakṣiṇā pīyūṣaḥ
22286	ṛg vaśā sā sāma garbhaṃ dadhe
22287	(oṃ) ṛgvedaṃ tarpayāmi
22288	ṛgvedasya pṛthivī sthānam
22289	ṛgvede tvaṃ samutpannā
22290	ṛghāyato abhiyujo bhayante
22291	ṛghāyato araṃhayanta manyave
22292	ṛghāyanta subhvaḥ parvatāsaḥ
22293	ṛghāyamāṇa invasi
22294	ṛghāyamāṇam invataḥ
22295	ṛghāyamāṇo niriṇāti śatrūn
22296	ṛcaḥ padaṃ mātrayā kalpayantaḥ
22297	ṛcaḥ puronuvākyābhiḥ
22298	ṛcaḥ prācīnātānāḥ
22299	ṛcaḥ prāñca ātānā yajūṃṣi tiryañcaḥ sāmāny āstaraṇaṃ śrīr upabarhaṇaṃ vākovākyam atīrokā vāravantīyaṃ saṃdhayor ājanam ātmā pratiṣṭhā yajñāyajñīyam
22300	ṛcaṃ vācaṃ prapadye
22301	ṛcaṃ vācaṃ brāhmaṇam ābabhūvuḥ
22302	ṛcaṃ sāma yajāmahe
22303	ṛcaṃ sāma yad aprākṣam
22304	ṛcaṃ gāthāṃ brahma paraṃ jigāṃsan
22305	ṛcas te mahimā
22306	ṛcas tvā dīkṣamāṇam anudīkṣantām
22307	ṛcas tvā puronuvākyābhiḥ
22308	ṛcaḥ sāma yajur mahī
22309	ṛcaḥ sāmātho yajuḥ
22310	ṛcaḥ sāmāni chandāṃsi
22311	ṛcaḥ sāmāni jajñire
22312	ṛcaḥ sāmāni bibhratī
22313	ṛcaḥ sāmāni bheṣajā
22314	ṛcaḥ sāmāni yajūṃṣi
22315	ṛcā kapotaṃ nudata praṇodam
22316	ṛcā kumbhīm adhy agnau śrayāmi
22317	ṛcā kumbhy adhihitā
22318	ṛcā girā maruto devy adite
22319	ṛcā tvā chandasā sādayāmi
22320	ṛcā dīkṣe yajuṣā dīkṣe sāmnā dīkṣe pṛthivyā dīkṣe'ntarikṣeṇa dīkṣe divā dīkṣe
22321	ṛcāṃ tvaḥ poṣam āste pupuṣvān
22322	ṛcā prāṇihi
22323	ṛcā mitraṃ havāmahe
22324	ṛcāṃ prācī mahatī dig ucyate
22325	ṛcā yāmi maruto brahmaṇas patim
22326	ṛcā vanemānṛcaḥ
22327	ṛcā śocantaḥ saṃdahanto avratān
22328	ṛcā sāmnā yajuṣā devatābhiḥ
22329	ṛcā stomaṃ samardhaya
22330	ṛcīṣamāyādhrigava oham
22331	ṛce tvā
22332	ṛcemaṃ yajñaṃ no naya
22333	ṛce sam anamat
22334	ṛco akṣare parame vyoman
22335	ṛco giraḥ suṣṭutayaḥ sam agmata
22336	ṛco nāmāsmi yajūṃṣi nāmāsmi sāmāni nāmāsmi
22337	ṛco'nu vi krame'ham
22338	ṛco yajūṃṣi sāmāni
22339	ṛco yasyānūkyam
22340	ṛco yājyābhiḥ
22341	ṛcor garbhe adhyāhitaḥ
22342	ṛco vidvān pṛthivīṃ veda saṃprati
22343	ṛco'sya bhāgāṃś caturo vahanti
22344	ṛchanti ṣma niṣpado mudgalānīm
22345	ṛcharā ye ca te śaphāḥ
22346	ṛjave tvā
22347	ṛjave svāhā
22348	ṛjipya īm indrāvato na bhujyum
22349	ṛjipyaṃ śyenaṃ pruṣitapsum āśum
22350	ṛjipyāso na vayuneṣu dhūrṣadaḥ
22351	ṛjiśvane dātraṃ dāśuṣe dāḥ
22352	ṛjiśvane vaidathināya randhīḥ
22353	ṛjītibhī raśanābhir gṛbhītān
22354	ṛjītir agna āhutir vivakṣase
22355	ṛjīte pari vṛṅdhi naḥ
22356	ṛjīty enī ruśatī mahitvā
22357	ṛjīpī śyeno dadamāno aṃśum
22358	ṛjīṣam apa lumpatam
22359	ṛjīṣiṇaṃ vṛṣaṇaṃ saścata śriye
22360	ṛjīṣī vajrī vṛṣabhas turāṣāṭ
22361	ṛjīṣī śavasas pate
22362	ṛjīṣeṇājahān mṛtyum
22363	ṛjuḥ pavasva vṛjinasya hantā
22364	ṛjukeśo yavo babhrūḥ
22365	ṛjuṃ ca gātuṃ vṛjinaṃ ca soma
22366	ṛjunītī no varuṇaḥ
22367	ṛju marteṣu vṛjinā ca paśyan
22368	ṛjumuṣkān vṛṣaṇaḥ śukrāṃś ca
22369	ṛjuṃ panthām anupaśyamānāḥ
22370	ṛju yakṣataḥ sam ṛcā vapuṣṭarā
22371	ṛjur ic chaṃso vanavad vanuṣyataḥ
22372	ṛjūyate nāsatyā śacībhiḥ
22373	ṛjūyate yajamānāya sunvate
22374	ṛjūyate vṛjināni bruvantaḥ
22375	ṛjūyantam anu vratam
22376	ṛjūyamāno atapan mahitvā
22377	ṛjyad bhūtaṃ yad asṛjyatedam
22378	ṛjram ukṣaṇyāyane
22379	ṛjrā tmanā vahadhyai
22380	ṛjrā vājaṃ na gadhyaṃ yuyūṣan
22381	ṛjrāv indrota ā dade
22382	ṛjrāśvaḥ praṣṭibhir ambarīṣaḥ
22383	ṛjrāśvaṃ taṃ pitāndhaṃ cakāra
22384	ṛjrāśvaḥ śatam ekaṃ ca meṣān
22385	ṛjrāso mā pṛthiviṣṭhāḥ sudāsaḥ
22386	ṛñjasānaḥ puruvāra ukthaiḥ
22387	ṛṇakātim adābhyam
22388	ṛṇak sapatnān adharāṃś ca kṛṇvat
22389	ṛṇaṃcayasya prayatā maghāni
22390	ṛṇaṃcaye rājani ruśamānām
22391	ṛṇam asmin saṃnayati
22392	ṛṇarogādi dāridryam
22393	ṛṇā ca dhṛṣṇuś cayate
22394	ṛṇā cid yatra ṛṇayā na ugraḥ
22395	ṛṇāti paśvaḥ sudhiteva barhaṇā
22396	ṛṇād ṛṇam iva saṃ naya
22397	ṛṇān no narṇam ertsamānaḥ
22398	ṛṇāvānaṃ na patayanta sargaiḥ
22399	ṛṇāvā bibhyad dhanam ichamānaḥ
22400	ṛṇoḥ puro vi duro asya viśvāḥ
22401	ṛṇo na tāyur ati dhanvā rāṭ
22402	ṛṇor akṣaṃ na cakryoḥ
22403	ṛṇor akṣaṃ na śacībhiḥ
22404	ṛṇor apa vrajaṃ divaḥ
22405	ṛṇor apaḥ sīrā na sravantīḥ
22406	ṛṇor apo anavadyārṇāḥ
22407	ṛta iyaṃ pṛthivī śritā
22408	ṛtaṃ yatī saramā gā avindat
22409	ṛtaṃ yemāna ṛtam id vanoti
22410	ṛtaṃ yemuḥ sudhya āśuṣāṇāḥ
22411	ṛtaṃ yo agne anṛtena hanti
22412	ṛtaṃ yoniḥ
22413	ṛtaṃ vadanta ṛtayuktim agman
22414	ṛtaṃ vadantāv ṛtodyeṣu
22415	ṛtaṃ vadanto anṛtaṃ rapema
22416	ṛtaṃ vadann ṛtadyumna
22417	ṛtaṃ vadiṣyāmi
22418	ṛtaṃ varṣiṣṭham upa gāva āguḥ
22419	ṛtaṃ voce namasā pṛchyamānaḥ
22420	ṛtaṃ śaṃsanta ṛju dīdhyānāḥ
22421	ṛtaṃ śaṃsanta ṛtam it ta āhuḥ
22422	ṛtaṃ satyaṃ vijigyānaṃ vivācanam anto vāco vibhuḥ sarvasmād uttaraṃ jyotir ūdhar aprativādaḥ pūrvaṃ sarvaṃ vāk parāg arvāk sapru salilaṃ dhenu pinvati
22423	ṛtaṃ satyaṃ tapo rāṣṭram
22424	ṛtaṃ satyam
22425	ṛtaṃ satyam anu carantu homāḥ
22426	ṛtaṃ satyam ṛtaṃ satyam
22427	ṛtaṃ satyaṃ paraṃ brahma
22428	ṛtaṃ satye'dhām
22429	ṛtaṃ satye pratiṣṭhitam
22430	ṛtaṃ sapanto amṛtam evaiḥ
22431	ṛtaṃ sa pāty aruṣasya vṛṣṇaḥ
22432	ṛtaṃ sapāmy aruṣasya vṛṣṇaḥ
22433	ṛtaṃ sāsāha mahi cit pṛtanyataḥ
22434	ṛtaṃ sindhavo varuṇasya yanti
22435	ṛtaṃ ha śroṇī uta saktyau tava
22436	ṛtaṃ hotā na iṣito yajāti
22437	ṛtaṃ hy asyām ārpitam
22438	ṛtajāta ṛtāvari
22439	ṛtajātā arepasaḥ
22440	ṛtajātā ṛtāvṛdhaḥ
22441	ṛtajic ca satyajic ca
22442	ṛtajyena kṣipreṇa brahmaṇas patiḥ
22443	ṛtaṃ ca me'mṛtaṃ ca me
22444	ṛtaṃ ca me satyaṃ cābhūtām
22445	ṛtaṃ ca yatra śraddhā ca
22446	ṛtaṃ ca satyaṃ ca vadata
22447	ṛtaṃ ca satyaṃ cābhīddhāt
22448	ṛtaṃ ca stha satyaṃ ca stha
22449	ṛtaṃ cikitva ṛtam ic cikiddhi
22450	ṛtadhāmāsi svarjyotiḥ
22451	ṛtadhītaya ā gata
22452	ṛtadhītayo rurucanta dasmāḥ
22453	ṛtadhītayo vakmarājasatyāḥ
22454	ṛtadhītibhir ṛtayug yujānaḥ
22455	ṛtaṃ tapaḥ
22456	ṛtaṃ tvā satyena pariṣiñcāmi
22457	ṛtaṃ dive tad avocaṃ pṛthivyai
22458	ṛtaṃ devāya kṛṇvate savitre
22459	ṛtaṃ nātyeti kiṃ cana
22460	ṛtaparṇaka yo'vadhīḥ
22461	ṛtapātram asi
22462	ṛtaprajātā bhaga id vaḥ syāma
22463	ṛtaprajātāṃ bṛhatīm avindat
22464	ṛtam agre prathamaṃ jajñe
22465	ṛtam atra nakir asmā apīpet
22466	ṛtam arṣanti sindhavaḥ
22467	ṛtam avasrann uṣaso vibhātīḥ
22468	ṛtam avādiṣam
22469	ṛtam asi
22470	ṛtam asi satyaṃ nāma
22471	ṛtam ṛtapāḥ suvarvāṭ svāhā
22472	ṛtam ṛtavādibhyaḥ
22473	ṛtam ṛtāya pavate sumedhāḥ
22474	ṛtam ṛtena sapantā
22475	ṛtam eva parameṣṭhi
22476	ṛtam eṣāṃ praśāstāsīt
22477	ṛtaṃ piparty anṛtaṃ ni tārīt
22478	ṛtaṃ prapadye
22479	ṛtaṃ bharat subhṛtaṃ cārv induḥ
22480	ṛtaṃ manvānā vy adardirur valam
22481	ṛtaye stenahṛdayam
22482	ṛtava eva pra-vo-vājāḥ
22483	ṛtavaḥ parivatsarāḥ
22484	ṛtavaś ca me kalpantām
22485	ṛtavas ta ṛtuthā parva
22486	ṛtavas tam abadhnata
22487	ṛtavas te kalpantām
22488	ṛtavas te yajñaṃ vitanvantu
22489	ṛtavas te vihitā hāyanīḥ
22490	ṛtavas tvā pacantu
22491	ṛtavas tvā saṃvatsarāya paridadatu
22492	ṛtava stha ṛtāvṛdhaḥ
22493	ṛtavaḥ stha saṃvatsare śritāḥ, māsānāṃ pratiṣṭhā, yuṣmāsv idam antaḥ, viśvaṃ yakṣaṃ viśvaṃ bhūtaṃ viśvaṃ subhūtam, viśvasya bhartāro viśvasya janayitāraḥ
22494	ṛtavākena satyena
22495	ṛtavo'ṅgāni
22496	ṛtavo'dhipataya āsan
22497	ṛtavo'bhīśavaḥ
22498	ṛtavo me kalpantām
22499	ṛtavo'sṛjyanta
22500	ṛtaś ca satyaś ca
22501	ṛtaśrīr asi
22502	ṛtasatyābhyāṃ tvā paryukṣāmi
22503	ṛta satyāya tvā dakṣiṇāṃ nayāni
22504	ṛtasadanam asi
22505	ṛtasad asi
22506	ṛtasadhastha
22507	ṛtasthā sthartāvṛdhaḥ
22508	ṛtasya garbhaḥ prathamā vyūṣuṣī
22509	ṛtasya garbhaṃ januṣā pipartana
22510	ṛtasya garbho nihito yamā paraḥ
22511	ṛtasya gopā na dabhāya sukratuḥ
22512	ṛtasya gopāv adhi tiṣṭhato ratham
22513	ṛtasya goptrī tapasaḥ parasvī
22514	ṛtasya jihvā pavate madhu priyam
22515	ṛtasya jyotiṣas patim
22516	ṛtasya jyotiṣas patī
22517	ṛtasya tantuṃ vitataṃ vivṛtya
22518	ṛtasya tantuṃ manasā mimānaḥ
22519	ṛtasya tantur vitataḥ pavitra ā
22520	ṛtasya te sadasīḍe antaḥ
22521	ṛtasya tvā jyotiṣe
22522	ṛtasya tvā deva stoma pade viṣṇor dhāmani vimuñcāmi
22523	ṛtasya tvā devahaviḥ pāśena pratimuñcāmi
22524	ṛtasya tvā mātrāyai gṛhṇāmi
22525	ṛtasya tvā vidharmaṇe
22526	ṛtasya tvā vibhūmane
22527	ṛtasya tvā vyomane
22528	ṛtasya tvā satyāya
22529	ṛtasya tvā sadasi kṣemayantam
22530	ṛtasya tv enam āmutaḥ
22531	ṛtasya dṛḍhā dharuṇāni santi
22532	ṛtasya devā anu vratā guḥ
22533	ṛtasya devīḥ sadaso budhānāḥ
22534	ṛtasya dvārau mā mā saṃtāptam
22535	ṛtasya dharmann amṛtasya cāruṇaḥ
22536	ṛtasya dhāman raṇayanta devāḥ
22537	ṛtasya dhāma vi mime purūṇi
22538	ṛtasya dhāmno amṛtasya yoneḥ
22539	ṛtasya dhārā anu tṛndhi pūrvīḥ
22540	ṛtasya dhārāḥ sudughā duhānāḥ
22541	ṛtasya dhītibhir dame
22542	ṛtasya dhītim ṛṣiṣāḍ avīvaśat
22543	ṛtasya dhītiṃ brahmaṇo manīṣām
22544	ṛtasya dhītir vṛjināni hanti
22545	ṛtasya dhenā anayanta sasrutaḥ
22546	ṛtasya naḥ patayo mṛḍayantu
22547	ṛtasya naḥ pathā naya
22548	ṛtasya nābhāv adhi saṃ punāmi
22549	ṛtasya nābhir amṛtaṃ vi jāyate
22550	ṛtasya nāvam āruhad rajiṣṭhām
22551	ṛtasya patnīm avase huvema
22552	ṛtasya pathā namasā miyedhaḥ
22553	ṛtasya pathā namasā vivāset
22554	ṛtasya pathā namasā haviṣmatā
22555	ṛtasya pathā paryehi
22556	ṛtasya pathā preta candradakṣiṇāḥ
22557	ṛtasya pathā saramā vidad gāḥ
22558	ṛtasya pathi vedhā apāyi
22559	ṛtasya pathyā anu
22560	ṛtasya padaṃ kavayo ni pānti
22561	ṛtasya pade adhi dīdyānam
22562	ṛtasya pade kavayo ni pānti
22563	ṛtasya panthā asi devānāṃ chāyāmṛtasya nāma
22564	ṛtasya panthāṃ na taranti duṣkṛtaḥ
22565	ṛtasya panthām anu tisra āguḥ
22566	ṛtasya panthām anu paśya sādhu
22567	ṛtasya panthām anvetavā u
22568	ṛtasya panthām anv eti sādhu
22569	ṛtasya panthām anv emi sādhuyā
22570	ṛtasya panthām anv emi hotā
22571	ṛtasya panthām anv eṣi vidvān
22572	ṛtasya pastyasado adabdhān
22573	ṛtasya prathamā dvāḥ
22574	ṛtasya preṣā ṛtasya dhītiḥ
22575	ṛtasya budhna uṣasām iṣaṇyan
22576	ṛtasya bodhy ṛtacit svādhīḥ
22577	ṛtasya brahma prathamota jajñe
22578	ṛtasya bhāge yajamānam ābhajat
22579	ṛtasya manye manasā javiṣṭhā
22580	ṛtasya māne adhi yā dhruvāṇi
22581	ṛtasya mā pradiśo vardhayanti
22582	ṛtasya mitrāvaruṇā pathā vām
22583	ṛtasya yā abhirakṣanti gopāḥ
22584	ṛtasya yāti pathibhiḥ kanikradat
22585	ṛtasya yāḥ sadane kośe aṅgdhve
22586	ṛtasya yoge vanuṣaḥ
22587	ṛtasya yoge vi ṣyadhvam ūdhaḥ
22588	ṛtasya yonayo'mṛtasya dhāma
22589	ṛtasya yonā kṣayataḥ samokasā
22590	ṛtasya yonā garbhe sujātam
22591	ṛtasya yonā mahiṣā aheṣata
22592	ṛtasya yonāv aśayad damūnāḥ
22593	ṛtasya yonā vighṛte madantī
22594	ṛtasya yonāv iha sādayāmi
22595	ṛtasya yonā vṛṣabhasya nīḍe
22596	ṛtasya yonā sadane punarbhuvaḥ
22597	ṛtasya yonā sam aranta nābhayaḥ
22598	ṛtasya yoniṃ vimṛśanta āsate
22599	ṛtasya yonim āsadaḥ
22600	ṛtasya yonim āsadam
22601	ṛtasya yoniṃ mahiṣasya dhārām
22602	ṛtasya yonir amṛtaṃ vijāyate
22603	ṛtasya yonau tanvo juṣanta
22604	ṛtasya yonau mahiṣā agṛbhṇan
22605	ṛtasya yonau sukṛtasya loke
22606	ṛtasya yoṣā na mināti dhāma
22607	ṛtasya raśmim anuyachamānā
22608	ṛtasya raśmim ā dade
22609	ṛtasyartam asi
22610	ṛtasyartena mām uta
22611	ṛtasyartena muñcata
22612	ṛtasyartenādityāḥ
22613	ṛtasyardhyāsam adya makhasya śiraḥ
22614	ṛtasya vakṣi pathibhī rajiṣṭhaiḥ
22615	ṛtasya vā keśinā yogyābhiḥ
22616	ṛtasya vār asi kṣayam
22617	ṛtasya vā vanuṣe pūrvyāya
22618	ṛtasya vā sadasi trāsīthāṃ naḥ
22619	ṛtasya vṛṣṇe asurāya manma
22620	ṛtasya vo rathyaḥ pūtadakṣān
22621	ṛtasya śuci darśatam anīkam
22622	ṛtasya śuṣmas turayā u gavyuḥ
22623	ṛtasya śṛṅgam urviyā vi paprathe
22624	ṛtasya śloko badhirā tatarda
22625	ṛtasya sadane sīdāmi
22626	ṛtasya sadma vi carāmi vidvān
22627	ṛtasya sānāv adhi cakramāṇāḥ
22628	ṛtasya sānāv adhi viṣṭapi bhrāṭ
22629	ṛtasya sā payasāpinvateḍā
22630	ṛtasya sāman raṇayanta devāḥ
22631	ṛtasya sāman saram ārapantī
22632	ṛtasya hi dhenavo vāvaśānāḥ
22633	ṛtasya hi prasitir dyaur uru vyacaḥ
22634	ṛtasya hi vartanayaḥ sujātam
22635	ṛtasya hi śurudhaḥ santi pūrvīḥ
22636	ṛtasya hi sadaso dhītir adyaut
22637	ṛtasyākṣibhuvo yathā
22638	ṛtāt satyam upāgām
22639	ṛtāt satyam upaimi
22640	ṛtād iyarmi te dhiyaṃ manoyujam
22641	ṛtān mā muñcatāṃhasaḥ
22642	ṛtāya citraṃ ghṛtavantam iṣyati
22643	ṛtā yajāsi mahinā vi yad bhūḥ
22644	ṛtāya tvā
22645	ṛtā yad garbham aditir bharadhyai
22646	ṛtāya dhenū parame duhāte
22647	ṛtāyantīr abhi vāvaśra indum
22648	ṛtāya pṛthvī bahule gabhīre
22649	ṛtāya sapta dadhiṣe padāni
22650	ṛtāyinī māyinī saṃ dadhāte
22651	ṛtāyubhyāṃ tvā
22652	ṛtā vadantaś camasāṃ apiṃśata
22653	ṛtā vadanto anṛtaṃ rapema
22654	ṛtāv adhyāyaś chāndasaḥ
22655	ṛtā vanatho aktubhiḥ
22656	ṛtāvarī adruhā devaputre
22657	ṛtāvarī divo arkair abodhi
22658	ṛtāvarīm aruṇapsuṃ vibhātīm
22659	ṛtāvarī yajñiye mā punītām
22660	ṛtāvarī rakṣatām aṃhaso riṣaḥ
22661	ṛtāvarī rajaso dhārayatkavī
22662	ṛtāvarīr iva saṃkrośamānāḥ
22663	ṛtāvarīr upa muhūrtam evaiḥ
22664	ṛtāvarī rodasī satyavācaḥ
22665	ṛtāvarīr yoṣaṇās tisro apyāḥ
22666	ṛtāvas tubhyaṃ cetate sahasvaḥ
22667	ṛtāvājasra urviyā vibhāti
22668	ṛtāvāna iṣirā dūḍabhāsaḥ
22669	ṛtāvāna ṛtajātā ṛtāvṛdhaḥ
22670	ṛtāvāna ṛtāvṛdhaḥ
22671	ṛtāvānaḥ kavayaḥ pūrvyāsaḥ
22672	ṛtāvānaḥ kavayo yajñadhīrāḥ
22673	ṛtāvānaḥ praticakṣyānṛtā punaḥ
22674	ṛtāvānaṃ yajñiyaṃ vipram ukthyam
22675	ṛtāvānaṃ vicetasam
22676	ṛtāvānaṃ vaiśvānaram
