text	position	sen.id	word.position	word	lemma	lemma.id	pos	case	number	gender	tense	mood	verb.form	person	voice	formation	head.position	label	sublabel	word.semantics	register	time.slot	veda	sakha	group	is.mantra	syntax.status	head.pos	head.word	head.label	citation	sentence
Ṛgveda	9335	576287_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	rodasī	advcl	ṚV, 1, 59, 4	bṛhatī iva sūnave rodasī giraḥ hotā manuṣyaḥ na dakṣaḥ
Ṛgveda	9548	576311_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	taṣṭā	advcl	ṚV, 1, 61, 4	asmai id u stomam sam hinomi ratham na taṣṭā iva tatsināya giraḥ ca girvāhase suvṛktī indrāya viśvaminvam medhirāya
Ṛgveda	9561	576313_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	saptim	advcl	ṚV, 1, 61, 5	asmai id u saptim iva śravasyā indrāya arkam juhvā sam añje vīram dāna okasam vandadhyai purām gūrta śravasam darmāṇam
Ṛgveda	10237	576383_1	13	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	12	case	sim	132728	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sūryāḥ	obl	ṚV, 1, 64, 2	te jajñire divaḥ ṛṣvāsaḥ ukṣaṇaḥ rudrasya maryāḥ asurāḥ arepasaḥ pāvakāsaḥ śucayaḥ sūryāḥ iva satvānaḥ na drapsinaḥ ghora varpasaḥ
Ṛgveda	10250	576385_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	132728	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	parvatāḥ	obl	ṚV, 1, 64, 3	yuvānaḥ rudrāḥ ajarāḥ abhoj hanaḥ vavakṣuḥ parvatāḥ iva
Ṛgveda	11531	576518_1	18	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	19	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	nārī	conj	ṚV, 1, 73, 4	devaḥ na yaḥ pṛthivīm upakṣeti hita mitraḥ na rājā puraḥsadaḥ śarma sadaḥ na vīrāḥ anavadyā pati juṣṭā iva nārī tam tvā naraḥ dame ā nityam iddham agne sacanta kṣitiṣu dhruvāsu
Ṛgveda	12828	576679_2	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	varāḥ	obl	ṚV, 1, 83, 2	brahma priyam joṣayante varāḥ iva
Ṛgveda	13560	576773_1	16	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	15	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	usrāḥ	advcl	ṚV, 1, 87, 1	pratvakṣasaḥ pratavasaḥ virapśinaḥ an ānatāḥ a vithurāḥ ṛjīṣiṇaḥ juṣṭatamāsaḥ nṛtamāsaḥ añjibhiḥ vi ānajre kecid usrāḥ iva stṛbhiḥ
Ṛgveda	14126	576839_2	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	aryama	obl	ṚV, 1, 91, 3	dakṣāyyaḥ aryama iva asi soma
Ṛgveda	14252	576858_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	maryaḥ	advcl	ṚV, 1, 91, 13	soma rārandhi naḥ hṛdi gāvaḥ na yavaseṣu ā maryaḥ iva sve okye
Ṛgveda	14474	576886_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	nṛtūḥ	obl	ṚV, 1, 92, 4	adhi peśāṃsi vapate nṛtūḥ iva
Ṛgveda	14478	576886_2	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	usrā	advcl	ṚV, 1, 92, 4	aporṇute vakṣaḥ usrā iva barjaham
Ṛgveda	14890	576940_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	ratham	obl	ṚV, 1, 94, 1	imam stomam arhate jātavedase ratham iva sam mahemā manīṣayā
Ṛgveda	15341	576984_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	savitā	obl	ṚV, 1, 95, 7	ud yaṃyamīti savitā iva bāhū
Ṛgveda	15686	577026_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sindhum	advcl	ṚV, 1, 97, 8	sa naḥ sindhum iva nāvayā ati parṣā svastaye
Ṛgveda	15762	577035_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sindhum	advcl	ṚV, 1, 99, 1	sa naḥ parṣat ati durgāṇi viśvā nāvā iva sindhum duritā ati agniḥ
Ṛgveda	15790	577039_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sūryasya	obl	ṚV, 1, 100, 2	yasya an āptaḥ sūryasya iva yāmaḥ bhare bhare vṛtra hā śuṣmaḥ asti vṛṣantamaḥ sakhibhiḥ svebhiḥ evaiḥ
Ṛgveda	16903	577151_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 1, 104, 9	pitā iva naḥ śṛṇuhi hūyamānaḥ
Ṛgveda	19975	577477_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	kalaśam	obl	ṚV, 1, 117, 12	hiraṇyasya iva kalaśam nikhātam ud ūpathuḥ daśame aśvinā ahan
Ṛgveda	22895	577800_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	12	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	patiḥ	advcl	ṚV, 1, 130, 1	ā indra yāhi upa naḥ parāvataḥ nāyam acchā vidathāni iva sat patiḥ astam astam rājā iva sat patiḥ
Ṛgveda	22901	577800_1	16	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	15	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	rājā	advcl	ṚV, 1, 130, 1	ā indra yāhi upa naḥ parāvataḥ nāyam acchā vidathāni iva sat patiḥ astam astam rājā iva sat patiḥ
Ṛgveda	22943	577805_1	14	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	15	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sūryam	advcl	ṚV, 1, 130, 2	madāya haryatāya te tuviṣṭamāya dhāyase ā tvā yacchantu haritaḥ na sūryam ahā viśvā iva sūryam
Ṛgveda	22961	577808_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	gavām	obl	ṚV, 1, 130, 3	vrajam vajrī gavām iva siṣāsan aṅgirastamaḥ apāvṛṇot iṣaḥ indraḥ parīvṛtāḥ dvāraḥ iṣaḥ parīvṛtāḥ
Ṛgveda	22976	577809_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	kṣadma	obl	ṚV, 1, 130, 4	dādṛhāṇaḥ vajram indraḥ gabhastyoḥ kṣadma iva tigmam asanāya sam śyat ahi hatyāya sam śyat
Ṛgveda	22991	577811_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	taṣṭā	advcl	ṚV, 1, 130, 4	saṃvivyānaḥ ojasā śavobhiḥ indra majmanā taṣṭā iva vṛkṣam vaninaḥ ni vṛścasi paraśvā iva ni vṛścasi
Ṛgveda	22997	577811_1	13	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	12	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	paraśvā	obl	ṚV, 1, 130, 4	saṃvivyānaḥ ojasā śavobhiḥ indra majmanā taṣṭā iva vṛkṣam vaninaḥ ni vṛścasi paraśvā iva ni vṛścasi
Ṛgveda	23009	577812_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	rathāṁ	obl	ṚV, 1, 130, 5	tvam vṛthā nadyaḥ indra sartave acchā samudram asṛjaḥ rathāṁ iva vājayataḥ rathāṁ iva
Ṛgveda	23012	577812_1	13	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	12	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	rathāṁ	nmod	ṚV, 1, 130, 5	tvam vṛthā nadyaḥ indra sartave acchā samudram asṛjaḥ rathāṁ iva vājayataḥ rathāṁ iva
Ṛgveda	23020	577813_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	dhenūḥ	advcl	ṚV, 1, 130, 5	itas ūtīḥ ayuñjata samānam artham akṣitam dhenūḥ iva manave viśva dohasaḥ janāya viśva dohasaḥ
Ṛgveda	23048	577815_2	11	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	10	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	atyam	conj	ṚV, 1, 130, 6	sumnāya tvām atakṣiṣuḥ śumbhantaḥ jenyam yathā vājeṣu vipra vājinam atyam iva śavase sātaye dhanā viśvā dhanāni sātaye
Ṛgveda	23123	577824_3	12	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	13	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	ADJ	turvaṇiḥ	advcl	ṚV, 1, 130, 9	īśānaḥ ā muṣāyati yat parāvataḥ ajagan ūtaye kave sumnāni viśvā manuṣā iva turvaṇiḥ ahā viśvā iva turvaṇiḥ
Ṛgveda	23127	577824_3	16	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	17	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	ADJ	turvaṇiḥ	conj	ṚV, 1, 130, 9	īśānaḥ ā muṣāyati yat parāvataḥ ajagan ūtaye kave sumnāni viśvā manuṣā iva turvaṇiḥ ahā viśvā iva turvaṇiḥ
Ṛgveda	23145	577828_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	dyauḥ	advcl	ṚV, 1, 130, 10	divodāsebhiḥ indra stavānaḥ vāvṛdhīthāḥ ahobhiḥ iva dyauḥ
Ṛgveda	24040	577924_1	25	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	26	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	raśmayaḥ	obl	ṚV, 1, 135, 9	ime ye te su vāyo bāhu ojasaḥ antar nadī te patayanti ukṣaṇaḥ mahi vrādhanta ukṣaṇaḥ dhanvan cit ye anāśavaḥ jīrāḥ cit agira okasaḥ sūryasya iva raśmayaḥ durniyantavaḥ hastayoḥ durniyantavaḥ
Ṛgveda	25092	578035_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	mark	_	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	VERB	papṛcānāsaḥ	advcl	ṚV, 1, 141, 6	bhagam iva papṛcānāsaḥ ṛñjate
Ṛgveda	25504	578086_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	svanaḥ	obl	ṚV, 1, 143, 5	na yaḥ varāya marutām iva svanaḥ senā iva sṛṣṭā divyā yathā aśaniḥ agniḥ jambhaiḥ tigitaiḥ atti bharvati
Ṛgveda	25507	578086_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	senā	conj	ṚV, 1, 143, 5	na yaḥ varāya marutām iva svanaḥ senā iva sṛṣṭā divyā yathā aśaniḥ agniḥ jambhaiḥ tigitaiḥ atti bharvati
Ṛgveda	26731	578215_1	14	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	13	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	arvatā	advcl	ṚV, 1, 155, 1	pra dhiyāyate mahe śūrāya viṣṇave ca arcata yā sānuni parvatānām adābhyā tasthatuḥ arvatā iva sādhunā
Ṛgveda	31197	578686_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	mayaḥ	xcomp	ṚV, 1, 175, 6	yathā pūrvebhyaḥ jaritṛbhyaḥ indra mayaḥ iva apaḥ na tṛṣyate babhūtha tām anu tvā nividam johavīmi
Ṛgveda	31286	578698_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	mayaḥ	xcomp	ṚV, 1, 176, 6	yathā pūrvebhyaḥ jaritṛbhyaḥ indra mayaḥ iva apaḥ na tṛṣyate babhūtha tām anu tvā nividam johavīmi
Ṛgveda	32655	578837_2	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	advmod	_	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	dhenuḥ	root	ṚV, 1, 186, 4	uṣāsānaktā su dughā iva dhenuḥ
Ṛgveda	32666	578839_2	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	mark	sim	132728	metrical	2-MA	RV	Śākala	S	FALSE	gold	VERB	pipyuṣī	advcl	ṚV, 1, 186, 5	śiśum na pipyuṣī iva veti sindhuḥ yena napātam apām junāma manaḥ juvaḥ vṛṣaṇaḥ yam vahanti
Ṛgveda	33954	578996_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	aratiḥ	obl	ṚV, 2, 2, 2	divaḥ iva id aratiḥ mānuṣā yugā kṣapaḥ bhāsi puru vāra saṃyataḥ
Ṛgveda	33975	578997_1	12	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	11	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	ratham	obl	ṚV, 2, 2, 3	tam devāḥ budhne rajasaḥ su daṃsasam divaspṛthivyoḥ aratim ni erire ratham iva vedyam śukra śociṣam agnim mitram na kṣitiṣu praśaṃsyam
Ṛgveda	33991	578999_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	candram	obl	ṚV, 2, 2, 4	tam ukṣamāṇam rajasi sve ā dame candram iva su rucam hvāre ā dadhuḥ pṛśnyāḥ pataram citayantam akṣabhiḥ pāthaḥ na pāyum janasī ubhe anu
Ṛgveda	34404	579041_1	11	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	10	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	mitraḥ	obl	ṚV, 2, 4, 1	huve vaḥ sudyotmānam suvṛktim viśām agnim atithim su prayasam mitraḥ iva yaḥ didhiṣāyyaḥ bhūt devaḥ ādeve jane jātavedāḥ
Ṛgveda	34453	579047_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	svasya	obl	ṚV, 2, 4, 4	asya raṇvā svasya iva puṣṭiḥ saṃdṛṣṭiḥ asya hiyānasya dakṣoḥ
Ṛgveda	34493	579051_2	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathyā	conj	ṚV, 2, 4, 6	vār ṇa pathā rathyā iva svānīt
Ṛgveda	34501	579052_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dyauḥ	obl	ṚV, 2, 4, 6	kṛṣṇa adhvā tapuḥ raṇvaḥ ciketa dyauḥ iva smayamānaḥ nabhobhiḥ
Ṛgveda	34605	579064_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	nemiḥ	advcl	ṚV, 2, 5, 3	pari viśvāni kāvyā nemiḥ cakram iva abhavat
Ṛgveda	34619	579066_1	13	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	12	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vayāḥ	obl	ṚV, 2, 5, 4	sākam hi śucinā śuciḥ praśāstā kratunā ajani vidvāṁ asya vratā dhruvā vayāḥ iva anu rohate
Ṛgveda	34649	579070_1	13	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	11	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	yavaḥ	advcl	ṚV, 2, 5, 6	yadī mātuḥ upa svasā ghṛtam bharantī asthita tāsām adhvaryuḥ āgatau yavaḥ vṛṣṭī iva modate
Ṛgveda	34755	579087_1	11	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	12	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	mitryaḥ	advcl	ṚV, 2, 6, 7	antar hi agne īyase vidvān janmā ubhayā kave dūtaḥ janyā iva mitryaḥ
Ṛgveda	34797	579096_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	_	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dhārāḥ	advcl	ṚV, 2, 7, 3	viśvāḥ uta tvayā vayam dhārāḥ udanyāḥ iva ati gāhemahi dviṣaḥ
Ṛgveda	34831	579103_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	VERB	vājayan	advcl	ṚV, 2, 8, 1	vājayan iva nū rathān yogāṁ agneḥ upa stuhi yaśastamasya mīḍhuṣaḥ yaḥ su nīthaḥ dadāśuṣe ajuryaḥ jarayan arim cāru pratīkaḥ āhutaḥ yaḥ u śriyā dameṣu ā doṣā uṣasi praśasyate yasya vratam na mīyate ā yaḥ svar ṇa bhānunā citraḥ vibhāti arciṣā añjānaḥ ajaraiḥ abhi
Ṛgveda	35021	579127_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 2, 10, 1	johūtraḥ agniḥ prathamaḥ pitā iva iḍaḥ pade manuṣā yat samiddhaḥ śriyam vasānaḥ amṛtaḥ vicetāḥ marmṛjenyaḥ śravasyaḥ
Ṛgveda	35548	579190_1	20	ivā	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	19	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vijaḥ	advcl	ṚV, 2, 12, 5	yam smā pṛcchanti kuha sa iti ghoram uta īm āhuḥ nā eṣaḥ asti iti enam saḥ aryaḥ puṣṭīḥ vijaḥ ivā mināti
Ṛgveda	36061	579240_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vṛkṣam	advcl	ṚV, 2, 14, 2	adhvaryavaḥ yaḥ apaḥ vavrivāṃsam vṛtram jaghāna aśanyā iva vṛkṣam tasmai etam bharata
Ṛgveda	36461	579281_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	haviḥ	advcl	ṚV, 2, 16, 1	pra vaḥ satām jyeṣṭhatamāya suṣṭutim agnau iva samidhāne haviḥ bhare
Ṛgveda	36752	579311_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	amājūr	obl	ṚV, 2, 17, 7	amājūr iva pitroḥ sacā satī samānāt ā sadasaḥ tvām iye bhagam
Ṛgveda	37588	579395_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sūryaḥ	advcl	ṚV, 2, 23, 2	usrāḥ iva sūryaḥ jyotiṣā mahaḥ viśveṣām id janitā brahmaṇām asi
Ṛgveda	37810	579417_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathāṁ	obl	ṚV, 2, 23, 13	viśvāḥ id aryaḥ abhidipsvaḥ mṛdhaḥ bṛhaspatiḥ vi vavarhā rathāṁ iva
Ṛgveda	38213	579457_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rītiḥ	obl	ṚV, 2, 24, 14	mahī iva rītiḥ śavasā asarat pṛthak
Ṛgveda	38305	579466_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	mark	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vṛṣā	advcl	ṚV, 2, 25, 3	sindhuḥ na kṣodaḥ śimīvāṁ ṛghāyataḥ vṛṣā iva vadhrīṃr abhi vaṣṭi ojasā
Ṛgveda	38311	579467_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	prasitiḥ	obl	ṚV, 2, 25, 3	agneḥ iva prasitiḥ na aha vartave yam yam yujam kṛṇute brahmaṇaspatiḥ
Ṛgveda	38527	579489_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	śvabhrā	obl	ṚV, 2, 27, 5	yuṣmākam mitrāvaruṇā praṇītau pari śvabhrā iva duritāni vṛjyām
Ṛgveda	38741	579511_1	11	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	10	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	aśvī	obl	ṚV, 2, 27, 16	yāḥ vaḥ māyāḥ abhidruhe yajatrāḥ pāśāḥ ādityāḥ ripave vicṛttāḥ aśvī iva tāṁ ati yeṣam rathena
Ṛgveda	38850	579522_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	raśanām	obl	ṚV, 2, 28, 5	vi mat śrathāya raśanām iva āgaḥ
Ṛgveda	38882	579525_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dāma	advcl	ṚV, 2, 28, 6	dāma iva vatsāt vi mumugdhi aṃhaḥ nahi tvat āre nimiṣaḥ cana īśe
Ṛgveda	39015	579536_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sūḥ	obl	ṚV, 2, 29, 1	dhṛta vratāḥ ādityāḥ iṣirāḥ āre mat karta raha sūḥ iva āgaḥ
Ṛgveda	39093	579544_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	advcl	ṚV, 2, 29, 5	pra vaḥ ekaḥ mimaya bhūri āgaḥ yat mā pitā iva kitavam śaśāsa
Ṛgveda	39099	579544_2	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	mark	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	advcl	ṚV, 2, 29, 5	yat mā pitā iva kitavam śaśāsa
Ṛgveda	39112	579545_2	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vim	obl	ṚV, 2, 29, 5	mā mā adhi putre vim iva grabhīṣṭa
Ṛgveda	39219	579556_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	aśnā	obl	ṚV, 2, 30, 4	bṛhaspate tapuṣā aśnā iva vidhya vṛkadvarasaḥ asurasya vīrān
Ṛgveda	39463	579582_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	uśijām	obl	ṚV, 2, 31, 6	uta vaḥ śaṃsam uśijām iva śmasi
Ṛgveda	39740	579613_1	1	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	chāyām	obl	ṚV, 2, 33, 6	iva chāyām arapāḥ aśīyā
Ṛgveda	39962	579636_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	atyāṁ	obl	ṚV, 2, 34, 3	ukṣante aśvāṁ atyāṁ iva ājiṣu
Ṛgveda	40019	579643_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	aśvām	obl	ṚV, 2, 34, 6	aśvām iva pipyata dhenum ūdhani kartā dhiyam jaritre vāja peśasam
Ṛgveda	40186	579661_2	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vāśrā	obl	ṚV, 2, 34, 15	ā u ṣu vāśrā iva sumatiḥ jigātu
Ṛgveda	40278	579671_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	VERB	kṛtāḥ	obl	ṚV, 2, 35, 5	kṛtāḥ iva upa hi prasarsre apsu
Ṛgveda	40450	579687_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	10	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	tanvā	obl	ṚV, 2, 35, 13	saḥ apām napāt an abhimlāta varṇaḥ anyasya iva iha tanvā viveṣa
